"State","Diagnosis Related Group","Denominator","Footnote","Measure Start Date","Measure End Date"
"FL","Kidney and ureter procedures for neoplasm w CC","627","","10/01/2012","09/30/2013"
"GA","Kidney and ureter procedures for neoplasm w CC","193","","10/01/2012","09/30/2013"
"GU","Kidney and ureter procedures for neoplasm w CC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"HI","Kidney and ureter procedures for neoplasm w CC","30","","10/01/2012","09/30/2013"
"IA","Kidney and ureter procedures for neoplasm w CC","109","","10/01/2012","09/30/2013"
"ID","Kidney and ureter procedures for neoplasm w CC","38","","10/01/2012","09/30/2013"
"IL","Kidney and ureter procedures for neoplasm w CC","419","","10/01/2012","09/30/2013"
"IN","Kidney and ureter procedures for neoplasm w CC","221","","10/01/2012","09/30/2013"
"KS","Kidney and ureter procedures for neoplasm w CC","119","","10/01/2012","09/30/2013"
"KY","Kidney and ureter procedures for neoplasm w CC","166","","10/01/2012","09/30/2013"
"LA","Kidney and ureter procedures for neoplasm w CC","124","","10/01/2012","09/30/2013"
"MA","Kidney and ureter procedures for neoplasm w CC","278","","10/01/2012","09/30/2013"
"MD","Kidney and ureter procedures for neoplasm w CC","161","","10/01/2012","09/30/2013"
"ME","Kidney and ureter procedures for neoplasm w CC","58","","10/01/2012","09/30/2013"
"MI","Kidney and ureter procedures for neoplasm w CC","349","","10/01/2012","09/30/2013"
"MN","Kidney and ureter procedures for neoplasm w CC","243","","10/01/2012","09/30/2013"
"MO","Kidney and ureter procedures for neoplasm w CC","259","","10/01/2012","09/30/2013"
"MS","Kidney and ureter procedures for neoplasm w CC","74","","10/01/2012","09/30/2013"
"MT","Kidney and ureter procedures for neoplasm w CC","39","","10/01/2012","09/30/2013"
"NC","Kidney and ureter procedures for neoplasm w CC","337","","10/01/2012","09/30/2013"
"ND","Kidney and ureter procedures for neoplasm w CC","32","","10/01/2012","09/30/2013"
"NE","Kidney and ureter procedures for neoplasm w CC","75","","10/01/2012","09/30/2013"
"NH","Kidney and ureter procedures for neoplasm w CC","39","","10/01/2012","09/30/2013"
"NJ","Kidney and ureter procedures for neoplasm w CC","244","","10/01/2012","09/30/2013"
"NM","Kidney and ureter procedures for neoplasm w CC","24","","10/01/2012","09/30/2013"
"NV","Kidney and ureter procedures for neoplasm w CC","71","","10/01/2012","09/30/2013"
"NY","Kidney and ureter procedures for neoplasm w CC","640","","10/01/2012","09/30/2013"
"OH","Kidney and ureter procedures for neoplasm w CC","336","","10/01/2012","09/30/2013"
"OK","Kidney and ureter procedures for neoplasm w CC","99","","10/01/2012","09/30/2013"
"OR","Kidney and ureter procedures for neoplasm w CC","118","","10/01/2012","09/30/2013"
"PA","Kidney and ureter procedures for neoplasm w CC","433","","10/01/2012","09/30/2013"
"PR","Kidney and ureter procedures for neoplasm w CC","11","","10/01/2012","09/30/2013"
"RI","Kidney and ureter procedures for neoplasm w CC","33","","10/01/2012","09/30/2013"
"SC","Kidney and ureter procedures for neoplasm w CC","137","","10/01/2012","09/30/2013"
"SD","Kidney and ureter procedures for neoplasm w CC","35","","10/01/2012","09/30/2013"
"TN","Kidney and ureter procedures for neoplasm w CC","192","","10/01/2012","09/30/2013"
"TX","Kidney and ureter procedures for neoplasm w CC","570","","10/01/2012","09/30/2013"
"UT","Kidney and ureter procedures for neoplasm w CC","64","","10/01/2012","09/30/2013"
"VA","Kidney and ureter procedures for neoplasm w CC","214","","10/01/2012","09/30/2013"
"VI","Kidney and ureter procedures for neoplasm w CC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"VT","Kidney and ureter procedures for neoplasm w CC","11","","10/01/2012","09/30/2013"
"WA","Kidney and ureter procedures for neoplasm w CC","187","","10/01/2012","09/30/2013"
"WI","Kidney and ureter procedures for neoplasm w CC","195","","10/01/2012","09/30/2013"
"WV","Kidney and ureter procedures for neoplasm w CC","70","","10/01/2012","09/30/2013"
"WY","Kidney and ureter procedures for neoplasm w CC","11","","10/01/2012","09/30/2013"
"AK","Kidney and ureter procedures for non-neoplasm w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"AL","Kidney and ureter procedures for non-neoplasm w MCC","87","","10/01/2012","09/30/2013"
"AR","Kidney and ureter procedures for non-neoplasm w MCC","55","","10/01/2012","09/30/2013"
"AZ","Kidney and ureter procedures for non-neoplasm w MCC","71","","10/01/2012","09/30/2013"
"CA","Kidney and ureter procedures for non-neoplasm w MCC","358","","10/01/2012","09/30/2013"
"CO","Kidney and ureter procedures for non-neoplasm w MCC","58","","10/01/2012","09/30/2013"
"CT","Kidney and ureter procedures for non-neoplasm w MCC","58","","10/01/2012","09/30/2013"
"DC","Kidney and ureter procedures for non-neoplasm w MCC","27","","10/01/2012","09/30/2013"
"DE","Kidney and ureter procedures for non-neoplasm w MCC","19","","10/01/2012","09/30/2013"
"FL","Kidney and ureter procedures for non-neoplasm w MCC","291","","10/01/2012","09/30/2013"
"GA","Kidney and ureter procedures for non-neoplasm w MCC","101","","10/01/2012","09/30/2013"
"HI","Kidney and ureter procedures for non-neoplasm w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"IA","Kidney and ureter procedures for non-neoplasm w MCC","45","","10/01/2012","09/30/2013"
"ID","Kidney and ureter procedures for non-neoplasm w MCC","12","","10/01/2012","09/30/2013"
"IL","Kidney and ureter procedures for non-neoplasm w MCC","175","","10/01/2012","09/30/2013"
"IN","Kidney and ureter procedures for non-neoplasm w MCC","97","","10/01/2012","09/30/2013"
"KS","Kidney and ureter procedures for non-neoplasm w MCC","44","","10/01/2012","09/30/2013"
"KY","Kidney and ureter procedures for non-neoplasm w MCC","53","","10/01/2012","09/30/2013"
"LA","Kidney and ureter procedures for non-neoplasm w MCC","50","","10/01/2012","09/30/2013"
"MA","Kidney and ureter procedures for non-neoplasm w MCC","107","","10/01/2012","09/30/2013"
"MD","Kidney and ureter procedures for non-neoplasm w MCC","108","","10/01/2012","09/30/2013"
"ME","Kidney and ureter procedures for non-neoplasm w MCC","24","","10/01/2012","09/30/2013"
"MI","Kidney and ureter procedures for non-neoplasm w MCC","157","","10/01/2012","09/30/2013"
"MN","Kidney and ureter procedures for non-neoplasm w MCC","93","","10/01/2012","09/30/2013"
"MO","Kidney and ureter procedures for non-neoplasm w MCC","87","","10/01/2012","09/30/2013"
"MS","Kidney and ureter procedures for non-neoplasm w MCC","52","","10/01/2012","09/30/2013"
"MT","Kidney and ureter procedures for non-neoplasm w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"NC","Kidney and ureter procedures for non-neoplasm w MCC","156","","10/01/2012","09/30/2013"
"ND","Kidney and ureter procedures for non-neoplasm w MCC","15","","10/01/2012","09/30/2013"
"NE","Kidney and ureter procedures for non-neoplasm w MCC","29","","10/01/2012","09/30/2013"
"NH","Kidney and ureter procedures for non-neoplasm w MCC","17","","10/01/2012","09/30/2013"
"NJ","Kidney and ureter procedures for non-neoplasm w MCC","169","","10/01/2012","09/30/2013"
"NM","Kidney and ureter procedures for non-neoplasm w MCC","21","","10/01/2012","09/30/2013"
"NV","Kidney and ureter procedures for non-neoplasm w MCC","32","","10/01/2012","09/30/2013"
"NY","Kidney and ureter procedures for non-neoplasm w MCC","320","","10/01/2012","09/30/2013"
"OH","Kidney and ureter procedures for non-neoplasm w MCC","228","","10/01/2012","09/30/2013"
"OK","Kidney and ureter procedures for non-neoplasm w MCC","59","","10/01/2012","09/30/2013"
"OR","Kidney and ureter procedures for non-neoplasm w MCC","55","","10/01/2012","09/30/2013"
"PA","Kidney and ureter procedures for non-neoplasm w MCC","208","","10/01/2012","09/30/2013"
"PR","Kidney and ureter procedures for non-neoplasm w MCC","27","","10/01/2012","09/30/2013"
"RI","Kidney and ureter procedures for non-neoplasm w MCC","20","","10/01/2012","09/30/2013"
"SC","Kidney and ureter procedures for non-neoplasm w MCC","60","","10/01/2012","09/30/2013"
"SD","Kidney and ureter procedures for non-neoplasm w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"TN","Kidney and ureter procedures for non-neoplasm w MCC","111","","10/01/2012","09/30/2013"
"TX","Kidney and ureter procedures for non-neoplasm w MCC","298","","10/01/2012","09/30/2013"
"UT","Kidney and ureter procedures for non-neoplasm w MCC","27","","10/01/2012","09/30/2013"
"VA","Kidney and ureter procedures for non-neoplasm w MCC","128","","10/01/2012","09/30/2013"
"VI","Kidney and ureter procedures for non-neoplasm w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"VT","Kidney and ureter procedures for non-neoplasm w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"WA","Kidney and ureter procedures for non-neoplasm w MCC","69","","10/01/2012","09/30/2013"
"WI","Kidney and ureter procedures for non-neoplasm w MCC","115","","10/01/2012","09/30/2013"
"WV","Kidney and ureter procedures for non-neoplasm w MCC","19","","10/01/2012","09/30/2013"
"WY","Kidney and ureter procedures for non-neoplasm w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"AK","Transurethral procedures w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"AL","Transurethral procedures w MCC","66","","10/01/2012","09/30/2013"
"AR","Transurethral procedures w MCC","37","","10/01/2012","09/30/2013"
"AZ","Transurethral procedures w MCC","69","","10/01/2012","09/30/2013"
"CA","Transurethral procedures w MCC","234","","10/01/2012","09/30/2013"
"CO","Transurethral procedures w MCC","24","","10/01/2012","09/30/2013"
"CT","Transurethral procedures w MCC","51","","10/01/2012","09/30/2013"
"DC","Transurethral procedures w MCC","12","","10/01/2012","09/30/2013"
"DE","Transurethral procedures w MCC","13","","10/01/2012","09/30/2013"
"FL","Transurethral procedures w MCC","293","","10/01/2012","09/30/2013"
"GA","Transurethral procedures w MCC","81","","10/01/2012","09/30/2013"
"GU","Transurethral procedures w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"HI","Transurethral procedures w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"IA","Transurethral procedures w MCC","40","","10/01/2012","09/30/2013"
"ID","Transurethral procedures w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"IL","Transurethral procedures w MCC","199","","10/01/2012","09/30/2013"
"IN","Transurethral procedures w MCC","105","","10/01/2012","09/30/2013"
"KS","Transurethral procedures w MCC","46","","10/01/2012","09/30/2013"
"KY","Transurethral procedures w MCC","80","","10/01/2012","09/30/2013"
"LA","Transurethral procedures w MCC","51","","10/01/2012","09/30/2013"
"MA","Transurethral procedures w MCC","102","","10/01/2012","09/30/2013"
"MD","Transurethral procedures w MCC","78","","10/01/2012","09/30/2013"
"ME","Transurethral procedures w MCC","14","","10/01/2012","09/30/2013"
"MI","Transurethral procedures w MCC","207","","10/01/2012","09/30/2013"
"MN","Transurethral procedures w MCC","49","","10/01/2012","09/30/2013"
"MO","Transurethral procedures w MCC","87","","10/01/2012","09/30/2013"
"MS","Transurethral procedures w MCC","45","","10/01/2012","09/30/2013"
"MT","Transurethral procedures w MCC","12","","10/01/2012","09/30/2013"
"NC","Transurethral procedures w MCC","116","","10/01/2012","09/30/2013"
"ND","Transurethral procedures w MCC","15","","10/01/2012","09/30/2013"
"NE","Transurethral procedures w MCC","27","","10/01/2012","09/30/2013"
"NH","Transurethral procedures w MCC","20","","10/01/2012","09/30/2013"
"NJ","Transurethral procedures w MCC","165","","10/01/2012","09/30/2013"
"NM","Transurethral procedures w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"NV","Transurethral procedures w MCC","26","","10/01/2012","09/30/2013"
"NY","Transurethral procedures w MCC","264","","10/01/2012","09/30/2013"
"OH","Transurethral procedures w MCC","179","","10/01/2012","09/30/2013"
"OK","Transurethral procedures w MCC","43","","10/01/2012","09/30/2013"
"OR","Transurethral procedures w MCC","38","","10/01/2012","09/30/2013"
"PA","Transurethral procedures w MCC","167","","10/01/2012","09/30/2013"
"PR","Transurethral procedures w MCC","13","","10/01/2012","09/30/2013"
"RI","Transurethral procedures w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"SC","Transurethral procedures w MCC","51","","10/01/2012","09/30/2013"
"SD","Transurethral procedures w MCC","13","","10/01/2012","09/30/2013"
"TN","Transurethral procedures w MCC","86","","10/01/2012","09/30/2013"
"TX","Transurethral procedures w MCC","229","","10/01/2012","09/30/2013"
"UT","Transurethral procedures w MCC","17","","10/01/2012","09/30/2013"
"VA","Transurethral procedures w MCC","89","","10/01/2012","09/30/2013"
"VI","Transurethral procedures w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"VT","Transurethral procedures w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"WA","Transurethral procedures w MCC","57","","10/01/2012","09/30/2013"
"WI","Transurethral procedures w MCC","60","","10/01/2012","09/30/2013"
"WV","Transurethral procedures w MCC","29","","10/01/2012","09/30/2013"
"WY","Transurethral procedures w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"AK","Other kidney and urinary tract procedures w/o CC/MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"AL","Other kidney and urinary tract procedures w/o CC/MCC","36","","10/01/2012","09/30/2013"
"AR","Other kidney and urinary tract procedures w/o CC/MCC","27","","10/01/2012","09/30/2013"
"AZ","Other kidney and urinary tract procedures w/o CC/MCC","26","","10/01/2012","09/30/2013"
"CA","Other kidney and urinary tract procedures w/o CC/MCC","99","","10/01/2012","09/30/2013"
"CO","Other kidney and urinary tract procedures w/o CC/MCC","15","","10/01/2012","09/30/2013"
"CT","Other kidney and urinary tract procedures w/o CC/MCC","20","","10/01/2012","09/30/2013"
"DC","Other kidney and urinary tract procedures w/o CC/MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
